//ID	模型文件	中文名称	Photo名称	flag	ObjTypeID	dummy	dummy2	高度偏移	播放时间	LightID	基准值
3263	jbyb04.par	巨剑增防4	海浪	1	0	1	-1	0	0	0	-1
3270	jjyb01.par	单手剑增防1	海浪	1	0	1	-1	0	0	0	-1
3271	jjyb02.par	单手剑增防2	海浪	1	0	1	-1	0	0	0	-1
3272	jjyb03.par	单手剑增防3	海浪	1	0	1	-1	0	0	0	-1
3273	jjyb04.par	单手剑增防4	海浪	1	0	1	-1	0	0	0	-1
3280	jsyb01.par	匕首增防1	海浪	1	0	1	-1	0	0	0	-1
3281	jsyb02.par	匕首增防2	海浪	1	0	1	-1	0	0	0	-1
3282	jsyb03.par	匕首增防3	海浪	1	0	1	-1	0	0	0	-1
3283	jsyb04.par	匕首增防4	海浪	1	0	1	-1	0	0	0	-1
											
3290	jbry01.par	巨剑增攻1	海浪	1	0	1	-1	0	0	0	-1
3291	jbry02.par	巨剑增攻2	海浪	1	0	1	-1	0	0	0	-1
3292	jbry03.par	巨剑增攻3	海浪	1	0	1	-1	0	0	0	-1
3293	jbry04.par	巨剑增攻4	海浪	1	0	1	-1	0	0	0	-1
3300	jjry01.par	单手剑增攻1	海浪	1	0	1	-1	0	0	0	-1
3301	jjry02.par	单手剑增攻2	海浪	1	0	1	-1	0	0	0	-1
3302	jjry03.par	单手剑增攻3	海浪	1	0	1	-1	0	0	0	-1
3303	jjry04.par	单手剑增攻4	海浪	1	0	1	-1	0	0	0	-1
3310	jsry01.par	匕首增攻1	海浪	1	0	1	-1	0	0	0	-1
3311	jsry02.par	匕首增攻2	海浪	1	0	1	-1	0	0	0	-1
3312	jsry03.par	匕首增攻3	海浪	1	0	1	-1	0	0	0	-1
3313	jsry04.par	匕首增攻4	海浪	1	0	1	-1	0	0	0	-1
											
3320	jbrb01.par	巨剑攻防1	海浪	1	0	1	-1	0	0	0	-1
3321	jbrb02.par	巨剑攻防2	海浪	1	0	1	-1	0	0	0	-1
3322	jbrb03.par	巨剑攻防3	海浪	1	0	1	-1	0	0	0	-1
3323	jbrb04.par	巨剑攻防4	海浪	1	0	1	-1	0	0	0	-1
3330	jjrb01.par	单手剑攻防1	海浪	1	0	1	-1	0	0	0	-1
3331	jjrb02.par	单手剑攻防2	海浪	1	0	1	-1	0	0	0	-1
3332	jjrb03.par	单手剑攻防3	海浪	1	0	1	-1	0	0	0	-1
3333	jjrb04.par	单手剑攻防4	海浪	1	0	1	-1	0	0	0	-1
3340	jsrb01.par	匕首攻防1	海浪	1	0	1	-1	0	0	0	-1
3341	jsrb02.par	匕首攻防2	海浪	1	0	1	-1	0	0	0	-1
3342	jsrb03.par	匕首攻防3	海浪	1	0	1	-1	0	0	0	-1
3343	jsrb04.par	匕首攻防4	海浪	1	0	1	-1	0	0	0	-1
											
3350	jbryb01.par	巨剑攻防增1	海浪	1	0	1	-1	0	0	0	-1
3351	jbryb02.par	巨剑攻防增2	海浪	1	0	1	-1	0	0	0	-1
3352	jbryb03.par	巨剑攻防增3	海浪	1	0	1	-1	0	0	0	-1
3353	jbryb04.par	巨剑攻防增4	海浪	1	0	1	-1	0	0	0	-1
3360	jjryb01.par	单手剑攻防增1	海浪	1	0	1	-1	0	0	0	-1
3361	jjryb02.par	单手剑攻防增2	海浪	1	0	1	-1	0	0	0	-1
3362	jjryb03.par	单手剑攻防增3	海浪	1	0	1	-1	0	0	0	-1
3363	jjryb04.par	单手剑攻防增4	海浪	1	0	1	-1	0	0	0	-1
3370	jsryb01.par	匕首攻防增1	海浪	1	0	1	-1	0	0	0	-1
3371	jsryb02.par	匕首攻防增2	海浪	1	0	1	-1	0	0	0	-1
3372	jsryb03.par	匕首攻防增3	海浪	1	0	1	-1	0	0	0	-1
3373	jsryb04.par	匕首攻防增4	海浪	1	0	1	-1	0	0	0	-1
											
											
3380	jgy01.par	枪攻防增身体1	海浪	1	0	1	-1	0	0	0	-1
3381	jgy01.par	枪攻防增身体2	海浪	1	0	1	-1	0	0	0	-1
3382	jgq01.par	枪攻防增身体3	海浪	1	0	1	-1	0	0	0	-1
3383	jgq02.par	枪攻防增身体4	海浪	1	0	1	-1	0	0	0	-1
3390	jg04.par	枪攻防增头1	海浪	1	0	1	-1	0	0	0	-1
3391	jg05.par	枪攻防增头2	海浪	1	0	1	-1	0	0	0	-1
3392	jg06.par	枪攻防增头3	海浪	1	0	1	-1	0	0	0	-1
3393	jg06.par	枪攻防增头4	海浪	1	0	1	-1	0	0	0	-1
											
											
											
3400	jf000.par	弓攻击身体1	海浪	1	0	1	-1	0	0	0	-1
3401	jar03.par	弓攻击身体2	海浪	1	0	1	-1	0	0	0	-1
3402	jar01.par	弓攻击身体3	海浪	1	0	1	-1	0	0	0	-1
3403	jar01.par	弓攻击身体4	海浪	1	0	1	-1	0	0	0	-1
3410	jf000.par	弓攻击拖尾1	海浪	1	0	1	-1	0	0	0	-1
3411	jf000.par	弓攻击拖尾2	海浪	1	0	1	-1	0	0	0	-1
3412	jf000.par	弓攻击拖尾3	海浪	1	0	1	-1	0	0	0	-1
3413	jar02.par	弓攻击拖尾4	海浪	1	0	1	-1	0	0	0	-1
											
3420	jf000.par	弓增益身体1	海浪	1	0	1	-1	0	0	0	-1
3421	jay03.par	弓增益身体2	海浪	1	0	1	-1	0	0	0	-1
3422	jay01.par	弓增益身体3	海浪	1	0	1	-1	0	0	0	-1
3423	jay01.par	弓增益身体4	海浪	1	0	1	-1	0	0	0	-1
3430	jf000.par	弓增益拖尾1	海浪	1	0	1	-1	0	0	0	-1
3431	jf000.par	弓增益拖尾2	海浪	1	0	1	-1	0	0	0	-1
3432	jf000.par	弓增益拖尾3	海浪	1	0	1	-1	0	0	0	-1
3433	jay02.par	弓增益拖尾4	海浪	1	0	1	-1	0	0	0	-1
											
3440	jf000.par	弓防御身体1	海浪	1	0	1	-1	0	0	0	-1
3441	jab03.par	弓防御身体2	海浪	1	0	1	-1	0	0	0	-1
3442	jab01.par	弓防御身体3	海浪	1	0	1	-1	0	0	0	-1
3443	jab01.par	弓防御身体4	海浪	1	0	1	-1	0	0	0	-1
3450	jf000.par	弓防御拖尾1	海浪	1	0	1	-1	0	0	0	-1
3451	jf000.par	弓防御拖尾2	海浪	1	0	1	-1	0	0	0	-1
3452	jf000.par	弓防御拖尾3	海浪	1	0	1	-1	0	0	0	-1
3453	jab02.par	弓防御拖尾4	海浪	1	0	1	-1	0	0	0	-1
											
											
3460	jf000.par	弓防御增益身体1	海浪	1	0	1	-1	0	0	0	-1
3461	jay03.par	弓防御增益身体2	海浪	1	0	1	-1	0	0	0	-1
3462	jaby01.par	弓防御增益身体3	海浪	1	0	1	-1	0	0	0	-1
3463	jaby01.par	弓防御增益身体4	海浪	1	0	1	-1	0	0	0	-1
											
3470	jf000.par	弓防御攻击身体1	海浪	1	0	1	-1	0	0	0	-1
3471	jab03.par	弓防御攻击身体2	海浪	1	0	1	-1	0	0	0	-1
3472	jabr01.par	弓防御攻击身体3	海浪	1	0	1	-1	0	0	0	-1
3473	jabr01.par	弓防御攻击身体4	海浪	1	0	1	-1	0	0	0	-1
											
3480	jf000.par	弓攻击增益身体1	海浪	1	0	1	-1	0	0	0	-1
3481	jar03.par	弓攻击增益身体2	海浪	1	0	1	-1	0	0	0	-1
3482	jary01.par	弓攻击增益身体3	海浪	1	0	1	-1	0	0	0	-1
3483	jary01.par	弓攻击增益身体4	海浪	1	0	1	-1	0	0	0	-1
											
3490	jf000.par	弓攻防增身体1	海浪	1	0	1	-1	0	0	0	-1
3491	jabry03.par	弓攻防增身体2	海浪	1	0	1	-1	0	0	0	-1
3492	jabry01.par	弓攻防增身体3	海浪	1	0	1	-1	0	0	0	-1
3493	jabry01.par	弓攻防增身体4	海浪	1	0	1	-1	0	0	0	-1
											
											
3500	jfg004.par	法杖毒头1	海浪	1	0	1	-1	0	0	0	-1
3501	jfg003.par	法杖毒头2	海浪	1	0	1	-1	0	0	0	-1
3502	jfg002.par	法杖毒头3	海浪	1	0	1	-1	0	0	0	-1
3503	jfg001.par	法杖毒头4	海浪	1	0	1	-1	0	0	0	-1
3510	jf000.par	法杖毒环空	海浪	1	0	1	-1	0	0	0	-1
3511	jf000.par	法杖毒环空	海浪	1	0	1	-1	0	0	0	-1
3512	jf000.par	法杖毒环空	海浪	1	0	1	-1	0	0	0	-1
3513	jf006.par	法杖毒环有	海浪	1	0	1	-1	0	0	0	-1
3520	jf000.par	法杖毒身体空	海浪	1	0	1	-1	0	0	0	-1
3521	jfg005.par	法杖毒身体有	海浪	1	0	1	-1	0	0	0	-1
3522	jfg005.par	法杖毒身体有	海浪	1	0	1	-1	0	0	0	-1
3523	jfg005.par	法杖毒身体有	海浪	1	0	1	-1	0	0	0	-1
											
											
3530	jgg01.par	枪毒身体1	海浪	1	0	1	-1	0	0	0	-1
3531	jgg01.par	枪毒身体2	海浪	1	0	1	-1	0	0	0	-1
3532	jgg02.par	枪毒身体3	海浪	1	0	1	-1	0	0	0	-1
3533	jgg03.par	枪毒身体4	海浪	1	0	1	-1	0	0	0	-1
3540	jgg04.par	枪毒头1	海浪	1	0	1	-1	0	0	0	-1
3541	jgg05.par	枪毒头2	海浪	1	0	1	-1	0	0	0	-1
3542	jgg06.par	枪毒头3	海浪	1	0	1	-1	0	0	0	-1
3543	jgg06.par	枪毒头4	海浪	1	0	1	-1	0	0	0	-1
											
3550	jbrg01.par	巨剑毒攻1	海浪	1	0	1	-1	0	0	0	-1
3551	jbrg02.par	巨剑毒攻2	海浪	1	0	1	-1	0	0	0	-1
3552	jbrg03.par	巨剑毒攻3	海浪	1	0	1	-1	0	0	0	-1
3553	jbrg04.par	巨剑毒攻4	海浪	1	0	1	-1	0	0	0	-1
3560	jjrg01.par	单手剑毒攻1	海浪	1	0	1	-1	0	0	0	-1
3561	jjrg02.par	单手剑毒攻2	海浪	1	0	1	-1	0	0	0	-1
3562	jjrg03.par	单手剑毒攻3	海浪	1	0	1	-1	0	0	0	-1
3563	jjrg04.par	单手剑毒攻4	海浪	1	0	1	-1	0	0	0	-1
3570	jsrg01.par	匕首毒攻1	海浪	1	0	1	-1	0	0	0	-1
3571	jsrg02.par	匕首毒攻2	海浪	1	0	1	-1	0	0	0	-1
3572	jsrg03.par	匕首毒攻3	海浪	1	0	1	-1	0	0	0	-1
3573	jsrg04.par	匕首毒攻4	海浪	1	0	1	-1	0	0	0	-1
											
3580	jbyg01.par	巨剑毒增1	海浪	1	0	1	-1	0	0	0	-1
3581	jbyg02.par	巨剑毒增2	海浪	1	0	1	-1	0	0	0	-1
3582	jbyg03.par	巨剑毒增3	海浪	1	0	1	-1	0	0	0	-1
3583	jbyg04.par	巨剑毒增4	海浪	1	0	1	-1	0	0	0	-1
3590	jjyg01.par	单手剑毒增1	海浪	1	0	1	-1	0	0	0	-1
3591	jjyg02.par	单手剑毒增2	海浪	1	0	1	-1	0	0	0	-1
3592	jjyg03.par	单手剑毒增3	海浪	1	0	1	-1	0	0	0	-1
3593	jjyg04.par	单手剑毒增4	海浪	1	0	1	-1	0	0	0	-1
3600	jsyg01.par	匕首毒增1	海浪	1	0	1	-1	0	0	0	-1
3601	jsyg02.par	匕首毒增2	海浪	1	0	1	-1	0	0	0	-1
3602	jsyg03.par	匕首毒增3	海浪	1	0	1	-1	0	0	0	-1
3603	jsyg04.par	匕首毒增4	海浪	1	0	1	-1	0	0	0	-1
											
3610	jbbg01.par	巨剑毒防1	海浪	1	0	1	-1	0	0	0	-1
3611	jbbg02.par	巨剑毒防2	海浪	1	0	1	-1	0	0	0	-1
3612	jbbg03.par	巨剑毒防3	海浪	1	0	1	-1	0	0	0	-1
3613	jbbg04.par	巨剑毒防4	海浪	1	0	1	-1	0	0	0	-1
3620	jjbg01.par	单手剑毒防1	海浪	1	0	1	-1	0	0	0	-1
3621	jjbg02.par	单手剑毒防2	海浪	1	0	1	-1	0	0	0	-1
3622	jjbg03.par	单手剑毒防3	海浪	1	0	1	-1	0	0	0	-1
3623	jjbg04.par	单手剑毒防4	海浪	1	0	1	-1	0	0	0	-1
3630	jsbg01.par	匕首毒防1	海浪	1	0	1	-1	0	0	0	-1
3631	jsbg02.par	匕首毒防2	海浪	1	0	1	-1	0	0	0	-1
3632	jsbg03.par	匕首毒防3	海浪	1	0	1	-1	0	0	0	-1
3633	jsbg04.par	匕首毒防4	海浪	1	0	1	-1	0	0	0	-1
											
3640	jbg01.par	巨剑毒1	海浪	1	0	1	-1	0	0	0	-1
3641	jbg02.par	巨剑毒2	海浪	1	0	1	-1	0	0	0	-1
3642	jbg03.par	巨剑毒3	海浪	1	0	1	-1	0	0	0	-1
3643	jbg04.par	巨剑毒4	海浪	1	0	1	-1	0	0	0	-1
3650	jjg01.par	单手剑毒1	海浪	1	0	1	-1	0	0	0	-1
3651	jjg02.par	单手剑毒2	海浪	1	0	1	-1	0	0	0	-1
3652	jjg03.par	单手剑毒3	海浪	1	0	1	-1	0	0	0	-1
3653	jjg04.par	单手剑毒4	海浪	1	0	1	-1	0	0	0	-1
3660	jsg01.par	匕首毒1	海浪	1	0	1	-1	0	0	0	-1
3661	jsg02.par	匕首毒2	海浪	1	0	1	-1	0	0	0	-1
3662	jsg03.par	匕首毒3	海浪	1	0	1	-1	0	0	0	-1
3663	jsg04.par	匕首毒4	海浪	1	0	1	-1	0	0	0	-1
											
3670	jjrgb01.par	剑攻毒防1	海浪	1	0	1	-1	0	0	0	-1
3671	jjrgb02.par	剑攻毒防2	海浪	1	0	1	-1	0	0	0	-1
3672	jjrgb03.par	剑攻毒防3	海浪	1	0	1	-1	0	0	0	-1
3673	jjrgb04.par	剑攻毒防4	海浪	1	0	1	-1	0	0	0	-1
3680	jjryg01.par	剑攻增毒1	海浪	1	0	1	-1	0	0	0	-1
3681	jjryg02.par	剑攻增毒2	海浪	1	0	1	-1	0	0	0	-1
3682	jjryg03.par	剑攻增毒3	海浪	1	0	1	-1	0	0	0	-1
3683	jjryg04.par	剑攻增毒4	海浪	1	0	1	-1	0	0	0	-1
3690	jjgyb01.par	剑毒增防1	海浪	1	0	1	-1	0	0	0	-1
3691	jjgyb02.par	剑毒增防3	海浪	1	0	1	-1	0	0	0	-1
3692	jjgyb03.par	剑毒增防3	海浪	1	0	1	-1	0	0	0	-1
3693	jjgyb04.par	剑毒增防4	海浪	1	0	1	-1	0	0	0	-1
											
3700	jbrgb01.par	巨剑攻毒防1	海浪	1	0	1	-1	0	0	0	-1
3701	jbrgb02.par	巨剑攻毒防2	海浪	1	0	1	-1	0	0	0	-1
3702	jbrgb03.par	巨剑攻毒防3	海浪	1	0	1	-1	0	0	0	-1
3703	jbrgb04.par	巨剑攻毒防4	海浪	1	0	1	-1	0	0	0	-1
3710	jbryg01.par	巨剑攻增毒1	海浪	1	0	1	-1	0	0	0	-1
3711	jbryg02.par	巨剑攻增毒2	海浪	1	0	1	-1	0	0	0	-1
3712	jbryg03.par	巨剑攻增毒3	海浪	1	0	1	-1	0	0	0	-1
3713	jbryg04.par	巨剑攻增毒4	海浪	1	0	1	-1	0	0	0	-1
3720	jbgyb01.par	巨剑毒增防1	海浪	1	0	1	-1	0	0	0	-1
3721	jbgyb02.par	巨剑毒增防3	海浪	1	0	1	-1	0	0	0	-1
3722	jbgyb03.par	巨剑毒增防3	海浪	1	0	1	-1	0	0	0	-1
3723	jbgyb04.par	巨剑毒增防4	海浪	1	0	1	-1	0	0	0	-1
											
3730	jsrgb01.par	匕首攻毒防1	海浪	1	0	1	-1	0	0	0	-1
3731	jsrgb02.par	匕首攻毒防2	海浪	1	0	1	-1	0	0	0	-1
3732	jsrgb03.par	匕首攻毒防3	海浪	1	0	1	-1	0	0	0	-1
3733	jsrgb04.par	匕首攻毒防4	海浪	1	0	1	-1	0	0	0	-1
3740	jsryg01.par	匕首攻增毒1	海浪	1	0	1	-1	0	0	0	-1
3741	jsryg02.par	匕首攻增毒2	海浪	1	0	1	-1	0	0	0	-1
3742	jsryg03.par	匕首攻增毒3	海浪	1	0	1	-1	0	0	0	-1
3743	jsryg04.par	匕首攻增毒4	海浪	1	0	1	-1	0	0	0	-1
3750	jsgyb01.par	匕首毒增防1	海浪	1	0	1	-1	0	0	0	-1
3751	jsgyb02.par	匕首毒增防3	海浪	1	0	1	-1	0	0	0	-1
3752	jsgyb03.par	匕首毒增防3	海浪	1	0	1	-1	0	0	0	-1
3753	jsgyb04.par	匕首毒增防4	海浪	1	0	1	-1	0	0	0	-1
											
3760	jgb01.par	枪毒攻防身体1	海浪	1	0	1	-1	0	0	0	-1
3761	jgb01.par	枪毒攻防身体2	海浪	1	0	1	-1	0	0	0	-1
3762	jgrb01.par	枪毒攻防身体3	海浪	1	0	1	-1	0	0	0	-1
3763	jgrb02.par	枪毒攻防身体4	海浪	1	0	1	-1	0	0	0	-1
											
3770	jgy01.par	枪毒攻增身体1	海浪	1	0	1	-1	0	0	0	-1
3771	jgy01.par	枪毒攻增身体2	海浪	1	0	1	-1	0	0	0	-1
3772	jgry01.par	枪毒攻增身体3	海浪	1	0	1	-1	0	0	0	-1
3773	jgry02.par	枪毒攻增身体4	海浪	1	0	1	-1	0	0	0	-1
											
3780	jfq02.par	法杖毒防增身体淡	海浪	1	0	1	-1	0	0	0	-1
3781	jfrb01.par	法杖毒防增身体有	海浪	1	0	1	-1	0	0	0	-1
3782	jfrb01.par	法杖毒防增身体有	海浪	1	0	1	-1	0	0	0	-1
3783	jfrb01.par	法杖毒防增身体有	海浪	1	0	1	-1	0	0	0	-1
3790	jfg004.par	法杖毒防增头1	海浪	1	0	1	-1	0	0	0	-1
3791	jfg003.par	法杖毒防增头2	海浪	1	0	1	-1	0	0	0	-1
3792	jfg002.par	法杖毒防增头3	海浪	1	0	1	-1	0	0	0	-1
3793	jfrgb01.par	法杖毒防增头4	海浪	1	0	1	-1	0	0	0	-1
											
3800	jfrb02.par	法杖攻毒防身体淡	海浪	1	0	1	-1	0	0	0	-1
3801	jfry01.par	法杖攻毒防身体有	海浪	1	0	1	-1	0	0	0	-1
3802	jfry01.par	法杖攻毒防身体有	海浪	1	0	1	-1	0	0	0	-1
3803	jfry01.par	法杖攻毒防身体有	海浪	1	0	1	-1	0	0	0	-1
3810	jfg004.par	法杖攻毒防头1	海浪	1	0	1	-1	0	0	0	-1
3811	jfg003.par	法杖攻毒防头2	海浪	1	0	1	-1	0	0	0	-1
3812	jfg002.par	法杖攻毒防头3	海浪	1	0	1	-1	0	0	0	-1
3813	jfryg01.par	法杖攻毒防头4	海浪	1	0	1	-1	0	0	0	-1
											
3820	jfry02.par	法杖攻增毒身体淡	海浪	1	0	1	-1	0	0	0	-1
3821	jfq03.par	法杖攻增毒身体有	海浪	1	0	1	-1	0	0	0	-1
3822	jfq03.par	法杖攻增毒身体有	海浪	1	0	1	-1	0	0	0	-1
3823	jfq03.par	法杖攻增毒身体有	海浪	1	0	1	-1	0	0	0	-1
3830	jfg004.par	法杖攻增毒头1	海浪	1	0	1	-1	0	0	0	-1
3831	jfg003.par	法杖攻增毒头2	海浪	1	0	1	-1	0	0	0	-1
3832	jfg002.par	法杖攻增毒头3	海浪	1	0	1	-1	0	0	0	-1
3833	jfgyb01.par	法杖攻增毒头4	海浪	1	0	1	-1	0	0	0	-1
											
											
											
3840	jlg01.par	斧头毒1	海浪	1	0	1	-1	0	0	0	-1
3841	jlg02.par	斧头毒2	海浪	1	0	1	-1	0	0	0	-1
3842	jlg03.par	斧头毒3	海浪	1	0	1	-1	0	0	0	-1
3843	jlg04.par	斧头毒4	海浪	1	0	1	-1	0	0	0	-1
											
3850	jlr01.par	斧头攻1	海浪	1	0	1	-1	0	0	0	-1
3851	jlr02.par	斧头攻2	海浪	1	0	1	-1	0	0	0	-1
3852	jlr03.par	斧头攻3	海浪	1	0	1	-1	0	0	0	-1
3853	jlr04.par	斧头攻4	海浪	1	0	1	-1	0	0	0	-1
											
3860	jlb01.par	斧头防1	海浪	1	0	1	-1	0	0	0	-1
3861	jlb02.par	斧头防2	海浪	1	0	1	-1	0	0	0	-1
3862	jlb03.par	斧头防3	海浪	1	0	1	-1	0	0	0	-1
3863	jlb04.par	斧头防4	海浪	1	0	1	-1	0	0	0	-1
											
3870	jly01.par	斧头增1	海浪	1	0	1	-1	0	0	0	-1
3871	jly02.par	斧头增2	海浪	1	0	1	-1	0	0	0	-1
3872	jly03.par	斧头增3	海浪	1	0	1	-1	0	0	0	-1
3873	jly04.par	斧头增4	海浪	1	0	1	-1	0	0	0	-1
											
											
3880	jlrgy01.par	斧头攻增毒1	海浪	1	0	1	-1	0	0	0	-1
3881	jlrgy02.par	斧头攻增毒2	海浪	1	0	1	-1	0	0	0	-1
3882	jlrgy03.par	斧头攻增毒3	海浪	1	0	1	-1	0	0	0	-1
3883	jlrgy04.par	斧头攻增毒4	海浪	1	0	1	-1	0	0	0	-1
											
3890	jlrgb01.par	斧头攻毒防1	海浪	1	0	1	-1	0	0	0	-1
3891	jlrgb02.par	斧头攻毒防2	海浪	1	0	1	-1	0	0	0	-1
3892	jlrgb03.par	斧头攻毒防3	海浪	1	0	1	-1	0	0	0	-1
3893	jlrgb04.par	斧头攻毒防4	海浪	1	0	1	-1	0	0	0	-1
											
3900	jlgyb01.par	斧头毒防增1	海浪	1	0	1	-1	0	0	0	-1
3901	jlgyb02.par	斧头毒防增2	海浪	1	0	1	-1	0	0	0	-1
3902	jlgyb03.par	斧头毒防增3	海浪	1	0	1	-1	0	0	0	-1
3903	jlgyb04.par	斧头毒防增4	海浪	1	0	1	-1	0	0	0	-1
											
3910	jlrby01.par	斧头攻防增1	海浪	1	0	1	-1	0	0	0	-1
3911	jlrby02.par	斧头攻防增2	海浪	1	0	1	-1	0	0	0	-1
3912	jlrby03.par	斧头攻防增3	海浪	1	0	1	-1	0	0	0	-1
3913	jlrby04.par	斧头攻防增4	海浪	1	0	1	-1	0	0	0	-1
											
											
3920	jf000.par	斧头毒1	海浪	1	0	1	-1	0	0	0	-1
3921	jf000.par	斧头毒2	海浪	1	0	1	-1	0	0	0	-1
3922	jlhg03.par	斧头毒3	海浪	1	0	1	-1	0	0	0	-1
3923	jlhg02.par	斧头毒4	海浪	1	0	1	-1	0	0	0	-1
											
3930	jf000.par	斧头防1	海浪	1	0	1	-1	0	0	0	-1
3931	jf000.par	斧头防2	海浪	1	0	1	-1	0	0	0	-1
3932	jlhb03.par	斧头防3	海浪	1	0	1	-1	0	0	0	-1
3933	jlhb02.par	斧头防4	海浪	1	0	1	-1	0	0	0	-1
											
3940	jf000.par	斧头攻1	海浪	1	0	1	-1	0	0	0	-1
3941	jf000.par	斧头攻2	海浪	1	0	1	-1	0	0	0	-1
3942	jlhr03.par	斧头攻3	海浪	1	0	1	-1	0	0	0	-1
3943	jlhr02.par	斧头攻4	海浪	1	0	1	-1	0	0	0	-1
											
											
3950	jswb01.par	弯匕首防1	海浪	1	0	1	-1	0	0	0	-1
3951	jswb01.par	弯匕首防2	海浪	1	0	1	-1	0	0	0	-1
3952	jswb01.par	弯匕首防3	海浪	1	0	1	-1	0	0	0	-1
3953	jswb01.par	弯匕首防4	海浪	1	0	1	-1	0	0	0	-1
											
3960	jswr01.par	弯匕首攻1	海浪	1	0	1	-1	0	0	0	-1
3961	jswr01.par	弯匕首攻2	海浪	1	0	1	-1	0	0	0	-1
3962	jswr01.par	弯匕首攻3	海浪	1	0	1	-1	0	0	0	-1
3963	jswr01.par	弯匕首攻4	海浪	1	0	1	-1	0	0	0	-1
											
3970	jswy01.par	弯匕首增1	海浪	1	0	1	-1	0	0	0	-1
3971	jswy01.par	弯匕首增2	海浪	1	0	1	-1	0	0	0	-1
3972	jswy01.par	弯匕首增3	海浪	1	0	1	-1	0	0	0	-1
3973	jswy01.par	弯匕首增4	海浪	1	0	1	-1	0	0	0	-1
											
3980	jswg01.par	弯匕首毒1	海浪	1	0	1	-1	0	0	0	-1
3981	jswg01.par	弯匕首毒2	海浪	1	0	1	-1	0	0	0	-1
3982	jswg01.par	弯匕首毒3	海浪	1	0	1	-1	0	0	0	-1
3983	jswg01.par	弯匕首毒4	海浪	1	0	1	-1	0	0	0	-1
											
3990	cangying.par	苍蝇群1	海浪	1	0	1	-1	0	0	0	-1
3991	cangying.par	苍蝇群2	海浪	1	0	1	-1	0	0	0	-1
3992	cangying.par	苍蝇群3	海浪	1	0	1	-1	0	0	0	-1
3993	cangying.par	苍蝇群4	海浪	1	0	1	-1	0	0	0	-1
4000	ssdao.par	死神刀光	海浪	1	0	10	11	0	0	0	-1
4010	ssjj.par	死神刀紫光	海浪	1	0	4	-1	0	0	0	-1
4011	ssjj.par	死神刀紫光	海浪	1	0	4	-1	0	0	0	-1
4012	ssjj.par	死神刀紫光	海浪	1	0	4	-1	0	0	0	-1
4013	ssjj.par	死神刀紫光	海浪	1	0	4	-1	0	0	0	-1
4014	zhongshen.par	众神的庇护	海浪	0	0	-1	-1	0	1	0	-1
