[09-28 09:28:00]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  1  1  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  2  2  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  4  3  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  7  4  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  9  5  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  10  6  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  11  7  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  12  8  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  16  9  
[10-19 14:17:40]AddCatTable, cat, pf, count  1  17  10  
[10-19 14:17:40]AddCatTable, cat, pf, count  2  1  1  
[10-19 14:17:40]AddCatTable, cat, pf, count  2  3  2  
[10-19 14:17:40]AddCatTable, cat, pf, count  2  6  3  
[10-19 14:17:40]AddCatTable, cat, pf, count  2  7  4  
[10-19 14:17:40]AddCatTable, cat, pf, count  2  8  5  
[10-19 14:17:40]AddCatTable, cat, pf, count  2  10  6  
[10-19 14:17:40]AddCatTable, cat, pf, count  2  17  7  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  2  1  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  3  2  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  4  3  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  5  4  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  7  5  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  11  6  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  12  7  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  13  8  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  14  9  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  15  10  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  16  11  
[10-19 14:17:40]AddCatTable, cat, pf, count  3  17  12  
[10-19 14:17:40]AddCatTable, cat, pf, count  4  4  1  
[10-19 14:17:40]AddCatTable, cat, pf, count  4  5  2  
[10-19 14:17:40]AddCatTable, cat, pf, count  4  6  3  
[10-19 14:17:40]AddCatTable, cat, pf, count  4  7  4  
[10-19 14:17:40]AddCatTable, cat, pf, count  4  13  5  
[10-19 14:17:40]AddCatTable, cat, pf, count  4  14  6  
[10-19 14:17:40]AddCatTable, cat, pf, count  4  16  7  
[10-19 14:17:40]AddCatTable, cat, pf, count  4  17  8  
[10-19 14:17:40]AddCatTable, cat, pf, count  4  18  9  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 14:31:28]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  1  1  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  2  2  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  4  3  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  7  4  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  9  5  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  10  6  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  11  7  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  12  8  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  16  9  
[10-19 14:31:28]AddCatTable, cat, pf, count  1  17  10  
[10-19 14:31:28]AddCatTable, cat, pf, count  2  1  1  
[10-19 14:31:28]AddCatTable, cat, pf, count  2  3  2  
[10-19 14:31:28]AddCatTable, cat, pf, count  2  6  3  
[10-19 14:31:28]AddCatTable, cat, pf, count  2  7  4  
[10-19 14:31:28]AddCatTable, cat, pf, count  2  8  5  
[10-19 14:31:28]AddCatTable, cat, pf, count  2  10  6  
[10-19 14:31:28]AddCatTable, cat, pf, count  2  17  7  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  2  1  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  3  2  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  4  3  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  5  4  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  7  5  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  11  6  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  12  7  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  13  8  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  14  9  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  15  10  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  16  11  
[10-19 14:31:28]AddCatTable, cat, pf, count  3  17  12  
[10-19 14:31:28]AddCatTable, cat, pf, count  4  4  1  
[10-19 14:31:28]AddCatTable, cat, pf, count  4  5  2  
[10-19 14:31:28]AddCatTable, cat, pf, count  4  6  3  
[10-19 14:31:28]AddCatTable, cat, pf, count  4  7  4  
[10-19 14:31:28]AddCatTable, cat, pf, count  4  13  5  
[10-19 14:31:28]AddCatTable, cat, pf, count  4  14  6  
[10-19 14:31:28]AddCatTable, cat, pf, count  4  16  7  
[10-19 14:31:28]AddCatTable, cat, pf, count  4  17  8  
[10-19 14:31:28]AddCatTable, cat, pf, count  4  18  9  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 14:44:55]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  1  1  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  2  2  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  4  3  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  7  4  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  9  5  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  10  6  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  11  7  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  12  8  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  16  9  
[10-19 14:44:55]AddCatTable, cat, pf, count  1  17  10  
[10-19 14:44:55]AddCatTable, cat, pf, count  2  1  1  
[10-19 14:44:55]AddCatTable, cat, pf, count  2  3  2  
[10-19 14:44:55]AddCatTable, cat, pf, count  2  6  3  
[10-19 14:44:55]AddCatTable, cat, pf, count  2  7  4  
[10-19 14:44:55]AddCatTable, cat, pf, count  2  8  5  
[10-19 14:44:55]AddCatTable, cat, pf, count  2  10  6  
[10-19 14:44:55]AddCatTable, cat, pf, count  2  17  7  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  2  1  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  3  2  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  4  3  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  5  4  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  7  5  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  11  6  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  12  7  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  13  8  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  14  9  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  15  10  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  16  11  
[10-19 14:44:55]AddCatTable, cat, pf, count  3  17  12  
[10-19 14:44:55]AddCatTable, cat, pf, count  4  4  1  
[10-19 14:44:55]AddCatTable, cat, pf, count  4  5  2  
[10-19 14:44:55]AddCatTable, cat, pf, count  4  6  3  
[10-19 14:44:55]AddCatTable, cat, pf, count  4  7  4  
[10-19 14:44:55]AddCatTable, cat, pf, count  4  13  5  
[10-19 14:44:55]AddCatTable, cat, pf, count  4  14  6  
[10-19 14:44:55]AddCatTable, cat, pf, count  4  16  7  
[10-19 14:44:55]AddCatTable, cat, pf, count  4  17  8  
[10-19 14:44:55]AddCatTable, cat, pf, count  4  18  9  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 14:46:56]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  1  1  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  2  2  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  4  3  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  7  4  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  9  5  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  10  6  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  11  7  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  12  8  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  16  9  
[10-19 14:46:56]AddCatTable, cat, pf, count  1  17  10  
[10-19 14:46:56]AddCatTable, cat, pf, count  2  1  1  
[10-19 14:46:56]AddCatTable, cat, pf, count  2  3  2  
[10-19 14:46:56]AddCatTable, cat, pf, count  2  6  3  
[10-19 14:46:56]AddCatTable, cat, pf, count  2  7  4  
[10-19 14:46:56]AddCatTable, cat, pf, count  2  8  5  
[10-19 14:46:56]AddCatTable, cat, pf, count  2  10  6  
[10-19 14:46:56]AddCatTable, cat, pf, count  2  17  7  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  2  1  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  3  2  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  4  3  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  5  4  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  7  5  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  11  6  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  12  7  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  13  8  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  14  9  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  15  10  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  16  11  
[10-19 14:46:56]AddCatTable, cat, pf, count  3  17  12  
[10-19 14:46:56]AddCatTable, cat, pf, count  4  4  1  
[10-19 14:46:56]AddCatTable, cat, pf, count  4  5  2  
[10-19 14:46:56]AddCatTable, cat, pf, count  4  6  3  
[10-19 14:46:56]AddCatTable, cat, pf, count  4  7  4  
[10-19 14:46:56]AddCatTable, cat, pf, count  4  13  5  
[10-19 14:46:56]AddCatTable, cat, pf, count  4  14  6  
[10-19 14:46:56]AddCatTable, cat, pf, count  4  16  7  
[10-19 14:46:56]AddCatTable, cat, pf, count  4  17  8  
[10-19 14:46:56]AddCatTable, cat, pf, count  4  18  9  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 19:33:04]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  1  1  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  2  2  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  4  3  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  7  4  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  9  5  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  10  6  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  11  7  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  12  8  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  16  9  
[10-19 19:33:04]AddCatTable, cat, pf, count  1  17  10  
[10-19 19:33:04]AddCatTable, cat, pf, count  2  1  1  
[10-19 19:33:04]AddCatTable, cat, pf, count  2  3  2  
[10-19 19:33:04]AddCatTable, cat, pf, count  2  6  3  
[10-19 19:33:04]AddCatTable, cat, pf, count  2  7  4  
[10-19 19:33:04]AddCatTable, cat, pf, count  2  8  5  
[10-19 19:33:04]AddCatTable, cat, pf, count  2  10  6  
[10-19 19:33:04]AddCatTable, cat, pf, count  2  17  7  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  2  1  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  3  2  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  4  3  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  5  4  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  7  5  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  11  6  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  12  7  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  13  8  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  14  9  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  15  10  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  16  11  
[10-19 19:33:04]AddCatTable, cat, pf, count  3  17  12  
[10-19 19:33:04]AddCatTable, cat, pf, count  4  4  1  
[10-19 19:33:04]AddCatTable, cat, pf, count  4  5  2  
[10-19 19:33:04]AddCatTable, cat, pf, count  4  6  3  
[10-19 19:33:04]AddCatTable, cat, pf, count  4  7  4  
[10-19 19:33:04]AddCatTable, cat, pf, count  4  13  5  
[10-19 19:33:04]AddCatTable, cat, pf, count  4  14  6  
[10-19 19:33:04]AddCatTable, cat, pf, count  4  16  7  
[10-19 19:33:04]AddCatTable, cat, pf, count  4  17  8  
[10-19 19:33:04]AddCatTable, cat, pf, count  4  18  9  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 1  8  1  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 1  9  2  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 1  10  3  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 2  11  1  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 2  12  2  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 3  15  1  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 4  16  1  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 5  13  1  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 5  14  2  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 6  18  1  
[11-13 17:21:44]AddPfTable, curpf, uppf, count 7  17  1  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  1  1  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  2  2  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  4  3  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  7  4  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  9  5  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  10  6  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  11  7  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  12  8  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  16  9  
[11-13 17:21:44]AddCatTable, cat, pf, count  1  17  10  
[11-13 17:21:44]AddCatTable, cat, pf, count  2  1  1  
[11-13 17:21:44]AddCatTable, cat, pf, count  2  3  2  
[11-13 17:21:44]AddCatTable, cat, pf, count  2  6  3  
[11-13 17:21:44]AddCatTable, cat, pf, count  2  7  4  
[11-13 17:21:44]AddCatTable, cat, pf, count  2  8  5  
[11-13 17:21:44]AddCatTable, cat, pf, count  2  10  6  
[11-13 17:21:44]AddCatTable, cat, pf, count  2  17  7  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  2  1  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  3  2  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  4  3  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  5  4  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  7  5  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  11  6  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  12  7  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  13  8  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  14  9  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  15  10  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  16  11  
[11-13 17:21:44]AddCatTable, cat, pf, count  3  17  12  
[11-13 17:21:44]AddCatTable, cat, pf, count  4  4  1  
[11-13 17:21:44]AddCatTable, cat, pf, count  4  5  2  
[11-13 17:21:44]AddCatTable, cat, pf, count  4  6  3  
[11-13 17:21:44]AddCatTable, cat, pf, count  4  7  4  
[11-13 17:21:44]AddCatTable, cat, pf, count  4  13  5  
[11-13 17:21:44]AddCatTable, cat, pf, count  4  14  6  
[11-13 17:21:44]AddCatTable, cat, pf, count  4  16  7  
[11-13 17:21:44]AddCatTable, cat, pf, count  4  17  8  
[11-13 17:21:44]AddCatTable, cat, pf, count  4  18  9  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 1  8  1  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 1  9  2  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 1  10  3  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 2  11  1  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 2  12  2  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 3  15  1  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 4  16  1  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 5  13  1  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 5  14  2  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 6  18  1  
[11-14 01:56:17]AddPfTable, curpf, uppf, count 7  17  1  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  1  1  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  2  2  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  4  3  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  7  4  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  9  5  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  10  6  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  11  7  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  12  8  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  16  9  
[11-14 01:56:17]AddCatTable, cat, pf, count  1  17  10  
[11-14 01:56:17]AddCatTable, cat, pf, count  2  1  1  
[11-14 01:56:17]AddCatTable, cat, pf, count  2  3  2  
[11-14 01:56:17]AddCatTable, cat, pf, count  2  6  3  
[11-14 01:56:17]AddCatTable, cat, pf, count  2  7  4  
[11-14 01:56:17]AddCatTable, cat, pf, count  2  8  5  
[11-14 01:56:17]AddCatTable, cat, pf, count  2  10  6  
[11-14 01:56:17]AddCatTable, cat, pf, count  2  17  7  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  2  1  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  3  2  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  4  3  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  5  4  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  7  5  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  11  6  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  12  7  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  13  8  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  14  9  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  15  10  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  16  11  
[11-14 01:56:17]AddCatTable, cat, pf, count  3  17  12  
[11-14 01:56:17]AddCatTable, cat, pf, count  4  4  1  
[11-14 01:56:17]AddCatTable, cat, pf, count  4  5  2  
[11-14 01:56:17]AddCatTable, cat, pf, count  4  6  3  
[11-14 01:56:17]AddCatTable, cat, pf, count  4  7  4  
[11-14 01:56:17]AddCatTable, cat, pf, count  4  13  5  
[11-14 01:56:17]AddCatTable, cat, pf, count  4  14  6  
[11-14 01:56:17]AddCatTable, cat, pf, count  4  16  7  
[11-14 01:56:17]AddCatTable, cat, pf, count  4  17  8  
[11-14 01:56:17]AddCatTable, cat, pf, count  4  18  9  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 1  8  1  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 1  9  2  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 1  10  3  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 2  11  1  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 2  12  2  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 3  15  1  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 4  16  1  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 5  13  1  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 5  14  2  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 6  18  1  
[11-17 20:14:54]AddPfTable, curpf, uppf, count 7  17  1  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  1  1  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  2  2  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  4  3  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  7  4  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  9  5  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  10  6  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  11  7  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  12  8  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  16  9  
[11-17 20:14:54]AddCatTable, cat, pf, count  1  17  10  
[11-17 20:14:54]AddCatTable, cat, pf, count  2  1  1  
[11-17 20:14:54]AddCatTable, cat, pf, count  2  3  2  
[11-17 20:14:54]AddCatTable, cat, pf, count  2  6  3  
[11-17 20:14:54]AddCatTable, cat, pf, count  2  7  4  
[11-17 20:14:54]AddCatTable, cat, pf, count  2  8  5  
[11-17 20:14:54]AddCatTable, cat, pf, count  2  10  6  
[11-17 20:14:54]AddCatTable, cat, pf, count  2  17  7  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  2  1  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  3  2  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  4  3  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  5  4  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  7  5  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  11  6  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  12  7  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  13  8  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  14  9  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  15  10  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  16  11  
[11-17 20:14:54]AddCatTable, cat, pf, count  3  17  12  
[11-17 20:14:54]AddCatTable, cat, pf, count  4  4  1  
[11-17 20:14:54]AddCatTable, cat, pf, count  4  5  2  
[11-17 20:14:54]AddCatTable, cat, pf, count  4  6  3  
[11-17 20:14:54]AddCatTable, cat, pf, count  4  7  4  
[11-17 20:14:54]AddCatTable, cat, pf, count  4  13  5  
[11-17 20:14:54]AddCatTable, cat, pf, count  4  14  6  
[11-17 20:14:54]AddCatTable, cat, pf, count  4  16  7  
[11-17 20:14:54]AddCatTable, cat, pf, count  4  17  8  
[11-17 20:14:54]AddCatTable, cat, pf, count  4  18  9  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 1  8  1  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 1  9  2  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 1  10  3  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 2  11  1  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 2  12  2  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 3  15  1  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 4  16  1  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 5  13  1  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 5  14  2  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 6  18  1  
[11-28 02:03:06]AddPfTable, curpf, uppf, count 7  17  1  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  1  1  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  2  2  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  4  3  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  7  4  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  9  5  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  10  6  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  11  7  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  12  8  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  16  9  
[11-28 02:03:06]AddCatTable, cat, pf, count  1  17  10  
[11-28 02:03:06]AddCatTable, cat, pf, count  2  1  1  
[11-28 02:03:06]AddCatTable, cat, pf, count  2  3  2  
[11-28 02:03:06]AddCatTable, cat, pf, count  2  6  3  
[11-28 02:03:06]AddCatTable, cat, pf, count  2  7  4  
[11-28 02:03:06]AddCatTable, cat, pf, count  2  8  5  
